id,source,text,tip,sentiment,sarcasm
202,youtube,Baća najbolji. Išli smo u Afriku.....,filmovi,1,1
945,youtube,Nekako uvek jeftino izgleda,muzika,-1,1
306,youtube,Plagijat na Bitange i Princeze,filmovi,-1,0
656,youtube,Непроцењиво добро!,muzika,1,0
406,youtube,Meni je nahdraza ona scena u noci kada su milorad i ova devojka ljube na prozoru neznam sto mi je to omiljeno,filmovi,0,0
897,youtube,I sa njom u vezu!!??,muzika,-1,1
251,youtube,"Svaki element projekta je svaki put sve bolji, svaka cast!",filmovi,1,0
267,youtube,Najstariji narod pjeva,filmovi,0,1
912,youtube,Nemaju pojma da pevaju,muzika,-1,0
941,youtube,Predobro je.Koreografija top,muzika,1,0
1802,twitter,Ti nisi crko?,sport,-1,1
535,youtube,Iskreno najbolja epizoda,zabava,1,0
726,youtube,sto je najgore dobro je,muzika,1,1
1533,youtube,Viđi ja da sam na tvom mjestu ja bih isto mislio da me ne zaslužujem,zabava,0,1
226,youtube,Najjaca serija majke mi,filmovi,1,0
1981,instagram,"Ovo samo kod nas ima, komedija, svet nam se smeje",politika,-1,1
81,youtube,"zivele semenke, semenke svih zemalja, ujedinite se!",filmovi,1,1
1701,youtube,"Ja stvarno nisam bio fan do sad, ali ovo vozi!!!!",muzika,1,0
1704,youtube,Hahahahahaha kakvo je ovo pevanje? Devojka nema 1% talenta Ovo je komedija,muzika,-1,0
534,youtube,Najnovosadskiji video :D,zabava,1,1
774,youtube,Уживам док гледам ову велику тугу на ћаци арени спорт.,sport,1,1
1539,youtube,"Mi smo ludi što dozvoljavamo da nam ovakvi volovi sole pamet svojim glupim i dosadnim narativom, da ne spominjem profitere..",zabava,-1,1
1710,youtube,STA RECI...A NE ZAPLAKATI!!,muzika,-1,1
1410,youtube,zašto nema da početku da stisnemo da smo punoletni,muzika,0,1
460,youtube,"Ja ne znam kako ljudi mogu gledati ovaj film i uživati u njemu. Em je scenarij napisan kao da ga je napisao klinac od 12 godina, em je gluma na razini predstava u osnovnim školama, em je režija zaboravljiva i vizualno nezanimljiva, a o groznoj glazbi da i ne pričam. Kombinacija nepotrebne amerikanizacije srpske kinematografije i glorifikiacije kriminala, a dobiva pažnju i popularnost veću od onih koju imaju neki stvarno kvalitetni srpski filmovi i serije.",filmovi,-1,0
185,youtube,odgovor vučica na rts1 u 19 glasova 10 12 2022,filmovi,0,0
1204,youtube,"Ovo je tako loše, da mi je muka, , ne mogu da verujem šta ljudi slušaju",muzika,-1,0
1324,youtube,Kod nas svakog normalnog i nezavisnog covjeka prave retardom,zabava,0,1
923,youtube,Ma najjace ste kunem ti se :D,muzika,1,0
1333,youtube,Prva nozdrva Srbije,zabava,0,1
1077,youtube,Nije u redu ostavio si ovakvu ribu,muzika,-1,0
136,youtube,Kako divna serija,filmovi,1,0
797,youtube,Kostovu doživotni ugovor u zvezdi,sport,1,0
1949,tiktok,To jos postoji??,zabava,0,0
649,youtube,Svaka pjesma scenario za film,muzika,1,1
200,youtube,"Titlovano na engleski,Dno dna dokle je dosao konzumerizam i novac da seriju na svom jeziku gledate na engleskom jeziku,Dno",filmovi,-1,0
870,youtube,"Nema čoveka da moze tako imitirati lukasa, svaka cast",zabava,1,0
785,youtube,"al sto volim ovog grobarskog komentatora... cisto se vidi da je gazio liniju i usao ranije, a on govori sve je cisto...",sport,-1,1
1977,tiktok,Ko je rekao da danas ne može ništa dobro da se desi?,zabava,1,1
1302,youtube,druuze kako ogavan lik,zabava,-1,0
1653,youtube,"Polako, ne mogu stic sve da lajkujem",muzika,1,1
1917,tiktok,ti si hit,zabava,1,0
637,youtube,"Pesma, koju pevaju je predivna. Tako me dirnula da sam zaplakao..Sloboda, divan vokal..",zabava,1,0
1338,youtube,Bože ko sluša ovo smeće?!,muzika,-1,1
1009,youtube,kao da si idot???,muzika,-1,1
1027,youtube,Samo tako nastavite,muzika,1,0
351,youtube,"Sećam se kada se pojavila serija. Bio sam jako srećan kada sam video da nisam jedini klinac koji gleda prenose Narodne skupštine. Inače, tada se pojavila i serija ""Srećni ljudi"", koja je bila narodna, a ova serija važila je za mix EKV+Partibrejkersi+Bajaga i instruktori. Da se muzički izrazim. :D",filmovi,1,1
1135,youtube,ovaj lik kao devojcica,muzika,0,1
1329,youtube,Dao bih 1000 lajkova!,zabava,1,0
1755,twitter,Svaki put isto Srbija ide u lošem smeru A kad vam se nešto sviđa onda je metodologija sumnjiva. Hipokriti.,politika,-1,1
33,youtube,Kakav danak neiskustvu joj joj joj,filmovi,0,0
1722,youtube,Bolji je Al cover pjesma,muzika,-1,1
112,youtube,Kraj bi mogo biti i drukciji dobar je film ali bez dobrog kraja je,filmovi,0,0
1965,tiktok,izgledas kao da cvjece cvijeta kud hodas,zabava,1,1
1647,youtube,Setio se da ima kanal,zabava,0,1
1099,youtube,Svakog Srbina treba da bude sramota da podrzi ovako nesto.,muzika,-1,0
758,youtube,Sta se desava sa logom na arena premium 3 I koji je razlog da ga trenutno nema opet vam se to javlja da kanali nemaju oznake,sport,0,0
1284,youtube,Glumačka gromada!,filmovi,1,0
1504,youtube,Hitovi se nikada ne zaboravljaju,zabava,1,0
425,youtube,Ovaj gospodin direktor lici na Rasputina boze sacuvaj bas je creepy,filmovi,-1,1
892,youtube,Razbijam svaki radio na kom cujem ovo opet,muzika,-1,1
1880,twitter,Sta je ovde dobro? Jel mozda to sto ce stranac da unisti domacu proizvodnju i iskoristi izvoz u Rusiju!,politika,-1,1
951,youtube,Ne mogu da verujem s ove moje uši,muzika,-1,1
1908,tiktok,jel neko dosao ovde zbog onog lika sto ih je snimao sa zgrade,zabava,0,0
1640,youtube,Ja mislim do se on slučajno našao ovde pogrešio je let za starački dom,zabava,0,1
1621,youtube,Ovaj video mi je bio obećan pre 3000 godina,zabava,1,1
1083,youtube,jedem vutre ko student nudle,muzika,0,1
1555,youtube,Dve legende se sastale,zabava,1,0
711,youtube,Odlicni bravo bravo,muzika,1,0
1450,youtube,"Ej,bree,haj,stoj,mali,klinnjo,loš ti je tekst pesme.",muzika,-1,0
415,youtube,Film i serija su remek djelo dragog nam reditelja Zdravka Sotre.Pozdrav od jedne bake,filmovi,1,0
278,youtube,Nisam ti ja Majka!,filmovi,0,1
1454,youtube,Ima li neko 2025 da ovo sluša,muzika,0,0
307,youtube,Fenomenalna serija,filmovi,1,0
1712,youtube,Smeće na kvadrat,muzika,-1,1
748,youtube,Neki samozvani novinari da odgledaju ovaj intervju i nauce nesto od njega,sport,1,1
164,youtube,Uvek se vracam ovoj seriji.Toliko da mi nikad ne dosadi,filmovi,1,0
1664,youtube,Ovde sam zbog komentara i nista vise.,muzika,-1,1
233,youtube,"S obzirom koliko su para potrosili na seriju mogli su ju realnije napravit,ovo djeluje koda je radeno za klince u osnovnoj skoli‍",filmovi,0,0
1117,youtube,Kakav primitivan tekst. Ovo je jedan od primera zašto svaka sledeća generacija propada.,muzika,-1,0
1087,youtube,Ja pola nisam razumeo sta repuje iskreno,muzika,-1,0
248,youtube,Dal ce se prikazivati serija i na RTS SVET?,filmovi,0,0
1238,youtube,Zar stvarno postoje ljudi koji neironično slušaju ovog teletabisa?,muzika,-1,1
11,youtube,Dva puta ulazim u kadrove u ovom filmu,filmovi,0,0
108,youtube,"Imam ja svoju displinu, ja trcim u širinu! :)",filmovi,1,1
832,youtube,Јел ово вештачка интелигенција.,sport,-1,1
1466,youtube,Ја сам се заразила овом песмом,muzika,1,1
1541,youtube,Ne treba mi da znam engleski da bi mi frizerka napravila frizuru.,zabava,0,1
1218,youtube,Dragane Kojiću Kebo mislio sam da si normalan a ti ode tamo gde ne treba,muzika,-1,1
1697,youtube,pesma top na prvo slusanje,muzika,1,0
1843,twitter,Vrhunska organizacija sednica traje satima a nista se ne odluci,politika,-1,1
293,youtube,"Celo bombardovanje sam proveo na basketaskom iza srednje skole. Da, mator sam",filmovi,0,1
773,youtube,kamerun protiv nigerije,sport,-1,1
611,youtube,Nemoj drogu bas svaki dan,zabava,1,1
357,youtube,Gledam ga vec 6 put i nije mi se smucilo,filmovi,1,0
555,youtube,Video godine humor level 100000,zabava,1,0
111,youtube,"Ode i Šotra ,pokoj mu duši više se neće roditi koji će napraviti ovakve filmove",filmovi,1,0
650,youtube,Covjek ima texta vise u jednoj pjesmi nego neki na citavom albumu...neponovljivi,muzika,1,1
1236,youtube,kolko jadan spot nije mogo ni da rentuje mclaren vec je AI snimak ili kupljen od nekog... jadno iskreno,muzika,-1,0
1116,youtube,Najgluplja numera u ovoj godini,muzika,-1,0
322,youtube,"Ovo se cekalo, odlicna serija, hvala rtsu na prikazivanju.",filmovi,1,0
1011,youtube,Boze gluplje nisam cuo,muzika,-1,0
1520,youtube,Odlicna pesma cista 10,zabava,1,0
1847,twitter,Kakav napredak sad cekamo samo duplo duze,politika,-1,1
1745,youtube,"Kada ce ovi muzicari shvatiti da je ovo muzika sadasnjice.... Bruka pesma, kida sve ostale.... Bravo... Jos ovakvih",muzika,1,0
1171,youtube,Sledeca pesma plazma i mleko,muzika,0,1
218,youtube,Jedva čekam novi film. Imate moju podršku da se svaki put vratite još jači.,filmovi,1,0
1449,youtube,Super samo tako nastavi,muzika,1,0
222,youtube,Zašto dama pije sama...,filmovi,0,1
1553,youtube,Bosanci su kreativni,zabava,1,0
907,youtube,Kako je brutalan ovaj spot i ova cura bas je lijepa,muzika,1,0
10,youtube,Stigli ćevapi za našu dragu gošću kengurrr madrrr,filmovi,0,0
629,youtube,Nikad ne bi reko,zabava,0,0
1877,twitter,Bravo nole na osvojenoj medalji,tenis,1,0
1023,youtube,"hvala Bogu pa sam odrastao uz partibrejkerse,zepeline,stounse,bijelo dugme,parni valjak,Balaševića...a ne uz ovo",muzika,-1,1
437,youtube,"Jako poucan i predivan film, sto puta ga mogu gledati. Wredan pamćenja i gledanja.",filmovi,1,0
1483,youtube,predobra pjesma znaci najezila sam se,muzika,1,0
65,youtube,Nema hleba bez motike,filmovi,0,1
799,youtube,Pregažen valjak,sport,-1,1
1778,twitter,"Naspite zemlju ovde malo niže kod našeg auta, donesite kamen i to je to. Sunce ti bogovo!!",politika,-1,1
110,youtube,"Gledao 30 put,najbolji film",filmovi,1,0
225,youtube,au najbolji do sad,filmovi,1,0
64,youtube,"Film kida, jedna generacija koja je sve razumela. Samo ne verujem da smo ovog majmuna od Gangule pustili na Vlast uz Zvalavog.",filmovi,0,1
1832,twitter,Završio fakultet za pet dana!,fakultet,-1,1
1952,tiktok,Ovako su svi pricali kroz istoriju za sve,politika,0,0
1825,twitter,Studirao ulicni fakultet,fakultet,-1,1
872,youtube,UBIO SE (ALKOHOLOM) PA SE UBIO PIŠTOLJOM xD,zabava,1,1
1705,youtube,Ali da li razumeju ljudi koliko je ovo losa pesma na svim mogucim levelima,muzika,-1,0
1246,youtube,volim ovo slusati u okruzenju svoje obitelji nedeljom,muzika,-1,1
537,youtube,Kako dobra epizoda! 10/10 sadržaj.,zabava,1,0
1156,youtube,ako je on nasao ribu ima nade i za mene,muzika,-1,1
942,youtube,piksi je sudija,muzika,0,0
1213,youtube,Zašto je ovo moderno?!,muzika,-1,1
921,youtube,Hahahah mnogo je glupa pesma ali njih dve su tako simpaticne da mogu hebrejski da pricaju bilo bi top,muzika,0,0
264,youtube,NAJSTARIJI NAROD SRBI,filmovi,0,1
946,youtube,Pretvorila se likusa u sifonjer,muzika,-1,0
1990,instagram,Kako ce ovo da iskopiraju bas me zanima.,politika,0,1
713,youtube,E baš si otiš'o u aut,muzika,-1,1
652,youtube,Ovo je bolje od 95% danasnjih pesama,muzika,1,0
274,youtube,Ovo je jedan od najboljih filmova ikada u istoriji covecanstva. Ne znam koliko je ljudi svestno toga,filmovi,1,0
861,youtube,Ismevanje i još sprdanje na ovu temu u bilo kom kontekstu je za osudu,zabava,-1,0
1769,twitter,"Hahahaha, evo ga - mir i stabilnost.",politika,-1,1
323,youtube,Predivna serija,filmovi,1,0
1834,twitter,Трагедија једног народа и нације.,politika,-1,0
1257,youtube,Bože pomozi nam,muzika,-1,0
117,youtube,Gospodine Šotra počivajte u miru,filmovi,0,0
1041,youtube,Luster mi je zapao za oko!,muzika,0,1
174,youtube,"Svaka čast na glumi, scenografiji, i naravno, Mir Jam na kreativnom umu koji je stvorio ovakvo umetničko filmsko delo! Malo lepša vremena nisu na odmet za doživeti, makar kroz male ekrane",filmovi,1,0
841,youtube,Zamrzeo sam ovu epizodu koliko je realna...,zabava,0,1
1303,youtube,"Sta se desilo sa onim divnom dragim Ivanom? Postao je cinican , nesimpstican I neduhovit.Vredjane neistomisljenika bez kraja.Od opustene emisije nista- samo ironija mrznja .Ima potencijal da bude zabavan ali postao je pun sebe- mnogo se uzvisio. Steta",zabava,-1,1
810,youtube,"Zao mi partizana, sve sama deca, ima vremena, biće bolje",sport,1,0
1429,youtube,Pop i Mare sa ženama bolji nego Supermen bez žena,filmovi,1,1
988,youtube,Treba zabraniti ovo smecccce poremecenooo. Uništava omladinu,muzika,-1,0
1530,youtube,"Humore, dje li si",zabava,-1,1
1537,youtube,Kako je loša ova glumica trebali ste onu drugu,zabava,-1,0
789,youtube,Напријед црвено-бијели... Позз!,sport,1,0
782,youtube,"Jel ispao ćacilend, ili još imaju šanse?",sport,-1,1
1288,youtube,"Imam jedno glupo pitanje,zna li ko možda koja je rasa ovaj pas u filmu?",filmovi,0,0
1399,youtube,"Pa meni je ovo baš umjetnički..umjetnost treba provocirati i izazivati, pomicati granice. Djeluje mi baš intimno, imaju svoju energiju kao 2 osobnosti i kemija među njima.",muzika,1,0
1608,youtube,"Probao sam pogledat video, ali si neslušljiv. Ovo natezanje zadnje riječi u rečenici je užas.",zabava,-1,0
1340,youtube,Ovo opisuje ljubav mafijaša,muzika,0,1
660,youtube,Rihanna zeli svoj spot nazad.,muzika,-1,1
1814,twitter,Samo napred!,sport,1,0
1906,tiktok,otkud ti vise ideje?,zabava,1,0
88,youtube,"Pre osam dana stavljen, 80 soma pregleda. Pa da. Molim.",filmovi,1,0
1140,youtube,Ko je ovaj random lik sa zelenim kacketom bukvalno ne da se ne uklapa u ekipu nego haos,muzika,-1,0
1290,youtube,"Mi nicim, ni dan danas, nismo zasluzili ovako dobar i dubok film. Skoro nicim.",filmovi,1,1
1517,youtube,"hajde da se ne lazemo, nije ti ovo bilo na pocetnoj stranici nego si ga sam potrazio.",zabava,0,1
932,youtube,To se mora dobro platit BRE!,muzika,0,1
1874,twitter,"Andrej LK, Snajper i Boske se bolje snalaze s reketom. Jel' i njih bodriš",politika,-1,1
1867,twitter,"Ma, nek je sve istina, a nije...samo da vam vidimo leđa.",politika,-1,1
1507,youtube,auuuu bro ovo je zaraznije od naj zaraznijeg virusa ikad,zabava,1,1
788,youtube,Bolje da je samo tri razlike. Bitnije od ovoga je cetvrtak i francuzi. Bice cupavo!,sport,0,0
1752,twitter,Smišljate bajke i valjate propagandu jer vas hvata panika od istine,politika,-1,1
1970,tiktok,Ovo je sadrzaj zbog kog ja placam internet,zabava,1,1
902,youtube,Presla igricuu kraljica,muzika,1,0
1348,youtube,Koji je ovo jezik?,muzika,0,1
980,youtube,Ovu pesmu peva tetka moje drugarice,muzika,0,0
1785,twitter,Iskompleksirani prostak.,politika,-1,0
814,youtube,"Daju pare na ove strance,a naša deca nose igru.",sport,-1,1
1403,youtube,Dete ce biti ponosno na roditelje,muzika,-1,1
1775,twitter,"Možda da se ljudi parkiraju na sam vidikovac, da mogu iz kola da gledaju Zapadnu Moravu?",politika,-1,1
1770,twitter,Da ali od njih 50% ne izlazi da glasa i to je poraz svih nas i njihova pobeda.,politika,-1,0
132,youtube,Gledam neću li đe viđeti Karleušu ili Jovanu Jeremić ili bilo koju što gostuju kod Ami G tzv srbijanske celebrity,filmovi,-1,1
694,youtube,Ova pijesma i spot su kriminalno loši,muzika,-1,0
704,youtube,Nemojte da budete toliko opasni uplasice se vanzemaljci,muzika,0,1
1417,youtube,"Ja neznam kako se ovo zove u psihologiji ""emocionalni vrtlog"" ja sam se i uplasila i postidela i zadivila....neznam razmislicu bas mi se svidja",muzika,0,1
433,youtube,Direktore je vise zanimala vlast nego ucenici,filmovi,-1,1
539,youtube,Skup ljudi koji mrze svoju zemlju,zabava,-1,0
74,youtube,"Ovo je, po meni, najbolji film svih vremena. Bukvalno ne postoji 10 sekundi koje su dosadne. Remek delo.",filmovi,1,0
439,youtube,"Nekada su deca imala prave uzore. Danas su to Lukas i Karleusa. Imamo prelep jezik, danas ga mladi ne govore. Sada je tebra, gilje, bleja... Udjes u prodavnicu nazoves boga, ili dobar dan, gledaju te kao da si sa Marsa pao.",filmovi,-1,1
1224,youtube,"7ipo reci u pesmi...teska glupost , al ova deca danas za bolje i nisu",muzika,-1,1
1660,youtube,Ova promašila profesiju !!!,muzika,-1,1
249,youtube,"Ja ne znam kako ljudi mogu gledati ovo smeće. Odgledao sam prvu sezonu preko kanala RTL2 jer se ovo slavi kao jedno od ""najboljih i najnapetijih ostvarenja balkanske kinematografije"". Očekivao sam nešto wow, nešto moćno, fantastično odglumljeno, vrhunski izrežirano i nevjerojatno napisano... I razočarao sam se unutar prve epizode. Gluma je amaterska i jeftina. Kao da gledam neke jadnike koji pokušavaju ispasti opaki iako nisu ni blizu tome. Da usporedimo to se Ardenom Barjaktarjem u Besi (uvjerljivo superiornijoj srpskoj seriji) koji je svog lika doveo do nevjerojatne kompleksnosti, a iz njega izlazi surova moć i aura straha. Da se sretnem s čovjekom u liftu ja bi se pošteno upiškio. Svi glumci u Južnom vetru preglumljavaju i izigravaju neke macho likove kojima bi se smijao da ih sretnem u stvarnosti. Scenarij je užaasan i spada na najnižije i najjeftinije clichee koje smo već viđali u sličnim akcijiskim i krimi produkcijama raznih zemalja, od SAD-a pa nadalje. Tryhard, edgy, amaterski, a doima se kao da ga je napisao učenik petog razreda osnovne, a ne odrastao kompetentan scenarist. Čak i da se izbaci element da serija glorificira kriminal te je poslužila inspiracija za stvarnu zločinačku scenu, scenarij ne postaje dobar. Glazba je bljutava i jedva sam kroz svaku epizodu prosjedio koliko su mi uši krvarile od nje. Uglavnom, totalno smeće za koje su izdvojeni preveliki novci.",filmovi,-1,1
1216,youtube,Ovo u citanke da se uvede..Akademija,muzika,1,1
1448,youtube,Ja se zovem Alena a u jednom djelu je ale ale ale,muzika,0,0
179,youtube,"Seriju gledam po drugi put, a film sam gledala par puta 20.08.2025.",filmovi,1,0
276,youtube,"1:22:58 da li neko zna kako se zove ova pesma,nigde ne mogu da je nadjem :(",filmovi,0,0
715,youtube,"""U 2026 ćemo imati leteće automobile"" 2026:",muzika,0,1
728,youtube,"Decko ti si otiso jos odavno u aut,i bez i sa tom pesmom",muzika,-1,0
1971,tiktok,Netflix treba da te zaposli,zabava,1,1
882,youtube,Је л прочитао неко текст што се креће на дну видеаа?,zabava,0,0
97,youtube,Na pocetku filma ja bih pre reko da je onaj mali sin od strica,filmovi,0,1
353,youtube,Serija je fenomenalna! Hvala!,filmovi,1,0
722,youtube,Ovo ćeš često čuti po kladionicama...,muzika,-1,1
1075,youtube,Boze koliko je ovo bolesno,muzika,-1,0
1631,youtube,koliko ruznih ljudi na malo kvadrata,zabava,-1,1
1923,tiktok,ko vas ne upozna kao da nije ni ziveo,zabava,1,1
1036,youtube,ODLICNA PESMA I STAJLING,muzika,1,0
1821,twitter,"Ono kad izađeš na ispit a nisi naučio, pa pumpaš jakim rečima",fakultet,1,1
793,youtube,Mnogo lep fudbal zvezde za nas koji malo duže pratimo fudbal i podržavamo igranje srcem,sport,1,0
646,youtube,Ovakvu muziku se vise ne krejira.... to je ono sto je nekad imalo dusu... a sad to vise nema..... tehnologija i pare uzele dusu,muzika,1,1
1071,youtube,Dal sve da iskopirate,muzika,-1,1
619,youtube,ovo Tarantino ne moze da snimi,zabava,1,1
561,youtube,Gledajuci vaše videe shvatam kakvi ste ustvari vi ljudii.Fini i dobri. I toliko mi je drago sto sam vas FP kao celoj ekipi i smatram da zaista nisam mogla bolje izabrati. Vi ste dokaz da postoje dobri i posteni ljudi na ovom svetu. Znajte da cu uvek biti tu kao vaša podrška i vas najverniji FP.,zabava,1,0
1925,tiktok,Kakav izlazak? Pa ne zelim naredna dva dana da provedem u krevetu sa glavoboljom,zabava,0,1
1119,youtube,Putine bombarduj,muzika,-1,1
393,youtube,"Koja kultura ,prvo znanje Francuskog jezika drugo prekrasni momci glasom i stasom.....",filmovi,1,0
1864,twitter,Savrseno vreme za jos jedno veliko obecanje,politika,-1,1
1726,youtube,Podseća na doba Elitnih Odreda. Zlatno doba muzike,muzika,1,0
1122,youtube,"Ova pjesma je užasna. Da li je potrebno pribjegavati tako vulgarnom i neprimjerenom prikazu? Pjesma zahtijeva tekst, melodiju i muziku, a ne modnu manekenku iz afričke džungle.",muzika,-1,1
1097,youtube,Moze li se oprat obraz tim sapunom valjalo bi da krenes djelit dzabe,muzika,0,1
1298,youtube,Zasluzio je nebojsa svoju ulicu u beogradu...,filmovi,1,1
1152,youtube,"Svako ko slusa ovo,ko kaze da je dobro, je debil tezak,papak glupi O ukusima ne treba raspravljati,ali ovaj ukus je retardiran...samo za sline kakve i jeste.",muzika,-1,0
1279,youtube,kakve domacice u spotu,muzika,-1,1
1414,youtube,Pogresan sajt...,muzika,-1,1
1234,youtube,Kako je našao ovoliko riba za spot?,muzika,0,1
155,youtube,"Ko kaze da je jednom pregledao seriju, taj istinu ne govori Osjecaj koji imam svaki put kad je gledam je neopisiv, voljela bih da sam rodjena u ovakvom vremenu",filmovi,1,0
488,youtube,sta profesor kosta vujic radi u kriminalnom filmu,filmovi,-1,1
1776,twitter,"Ma tako je kolima direkt na vidikovac, što bi neko pešačio.",politika,-1,1
1409,youtube,Ko bi rekao da je najnormalniji deo ovog spota kada jedu kolace u kupatilu,muzika,0,1
36,youtube,ovde prazni stadioni ko da vlada kuga....,filmovi,0,1
1408,youtube,NIKAD GORI SPOT NISAM VIDJELA,muzika,-1,0
217,youtube,Jednom davno jedan mudri baca je reko znam ja ovog indijanca,filmovi,1,1
1963,tiktok,Mislila sam da si stariji od mene,zabava,0,0
1964,tiktok,Grcki bogovi bi ratovali za tebe,zabava,1,1
1983,instagram,"Kakav glumac,sjajno,pa daj pusti nekom drugom da spasava Srbiju,ti se posveti snimanju filmova",politika,-1,1
1471,youtube,Hahah klošari pozdrav iz zemuna,muzika,0,1
1607,youtube,Najveće zlo u istorji...,zabava,-1,1
1308,youtube,Ovaj drogiran...,zabava,-1,1
1145,youtube,Sram vas bilo što imate kanal,muzika,-1,0
68,youtube,Treba i za Romu,filmovi,0,0
1373,youtube,Auuuu koji albummmm covjek bez greske Iskidao,muzika,1,0
1349,youtube,Dokle doslo da mora ici titl...A jezik koji kao razumjem ccc,muzika,-1,1
173,youtube,"Odlicna Dusanka Stojanovic Glid,kao kucna pomocnica Julija....",filmovi,1,0
546,youtube,"Милак ко на полиграфу, испитују га и зноји се",zabava,1,1
1625,youtube,Ova devojka je presimpaticnaaaa...Steta sto ne snima stalnoooo,zabava,1,0
1509,youtube,Auu kolko je prosloo,zabava,0,0
822,youtube,vucic kriv.... nacrtao liniju sesnaesterca ukrivo...,sport,-1,1
61,youtube,Ako je kupio sedam karata a mesta numerisana kako onda beskucnik pored njih,filmovi,0,0
1395,youtube,"Ispao si pas , najbolji si pas samo treba dresura ti nova",muzika,0,1
1628,youtube,Brate on je prodao sebe za pare.,zabava,-1,0
389,youtube,"Ja sam 2012 godište i ovo gledam šesti put u godini dana i preporučujem svima da gledaju ovaj film, niko neće zažaliti",filmovi,1,0
1542,youtube,Zasto ovaj video ne traje duze?,zabava,1,1
1819,twitter,"Srećno, momčine! Da li će vas kupiti neko? Vodu da kupi može svako, ali reku ne može lako da odnese!",sport,1,1
1371,youtube,A bog te dragi sta je ovo,muzika,-1,0
1885,twitter,"Да, довели су ратног злочинца и трговца органима на власт.",politika,-1,1
990,youtube,Ko trpi tu budalu. Vise idi skini se budalo sa tv,muzika,-1,0
1954,tiktok,Da mogu lajkovala bih dva puta,zabava,1,1
1658,youtube,Ne obaziri se na pozitivne komentare,muzika,-1,1
79,youtube,Kakav danak neiskustvu,filmovi,0,1
674,youtube,Ali svaka pesma na isti fazon nebitno je koju pustim od nje imam utisak da je ista pesma,muzika,-1,0
827,youtube,"Ko je sad kriv za poraz: Tramp, seljaci sto blokiraju puteve, Iran sto ne slusa amerikance .",sport,-1,1
845,youtube,"Samo cuvajte se, dole su neki rokeri :D",filmovi,1,1
438,youtube,"Najbolji film, bravo za sve koji su učestvovali u glumi i reziranju ovog filma",filmovi,1,0
1004,youtube,BEZI BRE SELJACINO,muzika,-1,0
388,youtube,Ko gleda u 2024?,filmovi,0,0
1737,youtube,E Teletabisi vama hitove mogu da pisem dok sam na wc solji,muzika,-1,1
181,youtube,"Uvijek se vraćam i gledam ovu seriju,najboljaa. Vraća u divna vremena kad sam.čitala svaki roman od Mir-Jam. Toliko sam uživala u njihovom.čitanju,ali ovaj je najbolji! Biković je ovo odglumio fenomenalno,niko drugi ovo ne bi iznio kao onČesto gledam seriju,dok obavljam kućne poslove pustim ovo po cio dan vrti. I nikad mi ne dosadi!Vrhunska",filmovi,1,0
703,youtube,Ovo ni simpsonovi nisu mogli da predvide,muzika,0,1
430,youtube,Fantastičan film - serija,filmovi,1,0
1253,youtube,"Putine sad, vreme je …",muzika,-1,1
1746,youtube,Kopiranje Zapada,muzika,0,0
341,youtube,"Da li postoje neki prevodi ove serije na engleski ili spanski ? Pokušavam godinu dana da je pustim cimerima i nema šanse. Čudno da neko do sada nije napravio. Help. Inače, super za remaster.",filmovi,1,0
517,youtube,"u novom sadu se vise postapaju sa ""brate"" nego u beogradu",zabava,0,0
131,youtube,Kako su neprijatni na početku njihovi razgovori gahahhahaha,filmovi,0,0
527,youtube,Mihajlo Radivojević 50% Brate 25% Mihajlo 25% Naduvani lik,zabava,1,1
1194,youtube,Kakva budalastina težak krindz:(,muzika,-1,0
1465,youtube,Ovako mi koji nismo videli devedesete vidimo,muzika,0,1
881,youtube,Najlakše se vlada zbunjenim neznalicama.,zabava,-1,1
214,youtube,Javi svima da je i svečano otvorena sezona lova,filmovi,0,0
548,youtube,Au kakvi gosti pa ovo je neprevaziđeno do sada šteta što više ovakvih gostiju ne možeš ni dovesti ni izmisliti,zabava,1,0
1392,youtube,Ova pjesma je uzas sto se teksta tice. Ali sto se tice ritma ne mogu prestati da slusam,muzika,0,0
511,youtube,Univerzum će implodirati od intenziteta ovog crossovera,zabava,1,1
648,youtube,"Ovo je knjiga,nije pjesma",muzika,1,1
1884,twitter,"Odlicna, svi seljaci ce raditi za jednog Svabu!!!",politika,-1,1
284,youtube,Majko mila kakva ljepotica od zene sto glumi Racinu sestru od tetke sto plese sa Nikolom na podijumu,filmovi,0,0
1202,youtube,hvala vam sto postojite,muzika,1,0
588,youtube,Ja sam svog psa nazvo Ćićo,zabava,0,0
1051,youtube,"Fantastican glas, steta da nema jos puno hitova, radite sa njom, zelim da je slusam svaki dan!",muzika,1,0
1065,youtube,Ako ga ne voliš što si mu posvetila pesmu?,muzika,0,1
82,youtube,"Moj zivot da je osoba, bio bi Braca:",filmovi,0,1
209,youtube,"Naježio sam se,mislim da će bit ovo najjaca dosad !! Jedva čekamo ,i ja i žena",filmovi,1,0
1061,youtube,Bar nije gola u spotu kao neke,muzika,1,1
294,youtube,"Koliko je Ana Sofrenović loša glumica, to boli...",filmovi,-1,1
378,youtube,Ti nepogresivi su najveci problem,filmovi,-1,1
1551,youtube,Možda najbolji video ikada,zabava,1,1
701,youtube,Ni glasa ni stila za muziku,muzika,-1,0
71,youtube,Pa ti onda gledaj film u novinama!,filmovi,-1,1
854,youtube,Fantasticno!!,filmovi,1,0
1368,youtube,Mnogo kratko traje ova pesma...jedina mana,muzika,1,1
